"exchange","symbol","fiscalQID","revenue","quarter","year","fiscalQ1"
"NYSE","AMP","FQ42013",2178,4,2013,"2013Q4"
"NYSE","AMP","FQ12014",2192,1,2014,"2014Q1"
"NYSE","AMP","FQ22014",2267,2,2014,"2014Q2"
"NYSE","AMP","FQ32014",2298,3,2014,"2014Q3"
"NYSE","AMP","FQ42014",2332,4,2014,"2014Q4"
"NYSE","AMP","FQ12015",2287,1,2015,"2015Q1"
"NYSE","AMP","FQ22015",2358,2,2015,"2015Q2"
"NYSE","AMP","FQ32015",2276,3,2015,"2015Q3"
"NYSE","AMP","FQ42015",2331,4,2015,"2015Q4"
"NYSE","AMP","FQ12016",2189,1,2016,"2016Q1"
"NYSE","AMP","FQ22016",2259,2,2016,"2016Q2"
"NYSE","AMP","FQ32016",2293,3,2016,"2016Q3"
"NYSE","AMP","FQ42016",2323,4,2016,"2016Q4"
"NYSE","AMP","FQ12017",2264,1,2017,"2017Q1"
"NasdaqGS","AMPH","FQ12013",52.963,1,2013,"2013Q1"
"NasdaqGS","AMPH","FQ22013",62.524,2,2013,"2013Q2"
"NasdaqGS","AMPH","FQ32013",59.318,3,2013,"2013Q3"
"NasdaqGS","AMPH","FQ42013",54.876,4,2013,"2013Q4"
"NasdaqGS","AMPH","FQ12014",45.87,1,2014,"2014Q1"
"NasdaqGS","AMPH","FQ22014",49.003,2,2014,"2014Q2"
"NasdaqGS","AMPH","FQ32014",59.711,3,2014,"2014Q3"
"NasdaqGS","AMPH","FQ42014",55.877,4,2014,"2014Q4"
"NasdaqGS","AMPH","FQ12015",56.886,1,2015,"2015Q1"
"NasdaqGS","AMPH","FQ22015",53.853,2,2015,"2015Q2"
"NasdaqGS","AMPH","FQ32015",63.868,3,2015,"2015Q3"
"NasdaqGS","AMPH","FQ42015",76.912,4,2015,"2015Q4"
"NasdaqGS","AMPH","FQ12016",59.366,1,2016,"2016Q1"
"NasdaqGS","AMPH","FQ22016",68.033,2,2016,"2016Q2"
"NasdaqGS","AMPH","FQ32016",64.223,3,2016,"2016Q3"
"NasdaqGS","AMPH","FQ42016",63.543,4,2016,"2016Q4"
"NasdaqGS","AMPH","FQ12017",56.67,1,2017,"2017Q1"
"NasdaqGS","AMRB","FQ12013",0.507,1,2013,"2013Q1"
"NasdaqGS","AMRB","FQ22013",0.448,2,2013,"2013Q2"
"NasdaqGS","AMRB","FQ32013",0.462,3,2013,"2013Q3"
"NasdaqGS","AMRB","FQ42013",0.48,4,2013,"2013Q4"
"NasdaqGS","AMRB","FQ12014",0.502,1,2014,"2014Q1"
"NasdaqGS","AMRB","FQ22014",0.508,2,2014,"2014Q2"
"NasdaqGS","AMRB","FQ32014",0.52,3,2014,"2014Q3"
"NasdaqGS","AMRB","FQ42014",0.548,4,2014,"2014Q4"
"NasdaqGS","AMRB","FQ12015",0.585,1,2015,"2015Q1"
"NasdaqGS","AMRB","FQ22015",0.507,2,2015,"2015Q2"
"NasdaqGS","AMRB","FQ32015",0.49,3,2015,"2015Q3"
"NasdaqGS","AMRB","FQ42015",0.433,4,2015,"2015Q4"
"NasdaqGS","AMRB","FQ12016",0.754,1,2016,"2016Q1"
"NasdaqGS","AMRB","FQ22016",0.363,2,2016,"2016Q2"
"NasdaqGS","AMRB","FQ32016",0.399,3,2016,"2016Q3"
"NasdaqGS","AMRB","FQ42016",0.529,4,2016,"2016Q4"
"NasdaqGS","AMRB","FQ12017",0.419,1,2017,"2017Q1"
"NYSE","AMRC","FQ12013",110.136,1,2013,"2013Q1"
"NYSE","AMRC","FQ22013",126.252,2,2013,"2013Q2"
"NYSE","AMRC","FQ32013",161.648,3,2013,"2013Q3"
"NYSE","AMRC","FQ42013",176.134,4,2013,"2013Q4"
"NYSE","AMRC","FQ12014",100.731,1,2014,"2014Q1"
"NYSE","AMRC","FQ22014",142.558,2,2014,"2014Q2"
"NYSE","AMRC","FQ32014",168.891,3,2014,"2014Q3"
"NYSE","AMRC","FQ42014",181.061,4,2014,"2014Q4"
"NYSE","AMRC","FQ12015",115.433,1,2015,"2015Q1"
"NYSE","AMRC","FQ22015",152.489,2,2015,"2015Q2"
"NYSE","AMRC","FQ32015",189.142,3,2015,"2015Q3"
"NYSE","AMRC","FQ42015",173.768,4,2015,"2015Q4"
"NYSE","AMRC","FQ12016",133.776,1,2016,"2016Q1"
"NYSE","AMRC","FQ22016",162.628,2,2016,"2016Q2"
"NYSE","AMRC","FQ32016",180.598,3,2016,"2016Q3"
"NYSE","AMRC","FQ42016",174.225,4,2016,"2016Q4"
"NYSE","AMRC","FQ12017",134.61,1,2017,"2017Q1"
"NasdaqGS","AMRI","FQ12013",59.406,1,2013,"2013Q1"
"NasdaqGS","AMRI","FQ22013",59.292,2,2013,"2013Q2"
"NasdaqGS","AMRI","FQ32013",60.755,3,2013,"2013Q3"
"NasdaqGS","AMRI","FQ42013",67.122,4,2013,"2013Q4"
"NasdaqGS","AMRI","FQ12014",59.321,1,2014,"2014Q1"
"NasdaqGS","AMRI","FQ22014",68.179,2,2014,"2014Q2"
"NasdaqGS","AMRI","FQ32014",62.471,3,2014,"2014Q3"
"NasdaqGS","AMRI","FQ42014",86.6,4,2014,"2014Q4"
"NasdaqGS","AMRI","FQ12015",81.816,1,2015,"2015Q1"
"NasdaqGS","AMRI","FQ22015",89.548,2,2015,"2015Q2"
"NasdaqGS","AMRI","FQ32015",104.579,3,2015,"2015Q3"
"NasdaqGS","AMRI","FQ42015",126.412,4,2015,"2015Q4"
"NasdaqGS","AMRI","FQ12016",105.579,1,2016,"2016Q1"
"NasdaqGS","AMRI","FQ22016",120.81,2,2016,"2016Q2"
"NasdaqGS","AMRI","FQ32016",152.738,3,2016,"2016Q3"
"NasdaqGS","AMRI","FQ42016",191.322,4,2016,"2016Q4"
"NasdaqGS","AMRI","FQ12017",163.822,1,2017,"2017Q1"
"NasdaqGS","AMRK","FQ12013",1619.814,1,2013,"2013Q1"
"NasdaqGS","AMRK","FQ22013",1696.781,2,2013,"2013Q2"
"NasdaqGS","AMRK","FQ32013",1833.454,3,2013,"2013Q3"
"NasdaqGS","AMRK","FQ42013",2097.667,4,2013,"2013Q4"
"NasdaqGS","AMRK","FQ12014",1496.025,1,2014,"2014Q1"
"NasdaqGS","AMRK","FQ22014",1488.691,2,2014,"2014Q2"
"NasdaqGS","AMRK","FQ32014",1581.59,3,2014,"2014Q3"
"NasdaqGS","AMRK","FQ42014",1413.048,4,2014,"2014Q4"
"NasdaqGS","AMRK","FQ12015",1453.466,1,2015,"2015Q1"
"NasdaqGS","AMRK","FQ22015",1538.871,2,2015,"2015Q2"
"NasdaqGS","AMRK","FQ32015",1624.495,3,2015,"2015Q3"
"NasdaqGS","AMRK","FQ42015",1453.402,4,2015,"2015Q4"
"NasdaqGS","AMRK","FQ12016",2006.936,1,2016,"2016Q1"
"NasdaqGS","AMRK","FQ22016",1529.143,2,2016,"2016Q2"
"NasdaqGS","AMRK","FQ32016",1512.75,3,2016,"2016Q3"
"NasdaqGS","AMRK","FQ42016",1735.21,4,2016,"2016Q4"
"NasdaqGS","AMRK","FQ12017",1805.653,1,2017,"2017Q1"
"NasdaqGS","AMRK","FQ22017",2126.361,2,2017,"2017Q2"
"NasdaqGS","AMRK","FQ32017",1730.845,3,2017,"2017Q3"
"NasdaqGM","AMRN","FQ12013",2.341,1,2013,"2013Q1"
"NasdaqGM","AMRN","FQ22013",5.5,2,2013,"2013Q2"
"NasdaqGM","AMRN","FQ32013",8.403,3,2013,"2013Q3"
"NasdaqGM","AMRN","FQ42013",10.106,4,2013,"2013Q4"
"NasdaqGM","AMRN","FQ12014",10.967,1,2014,"2014Q1"
"NasdaqGM","AMRN","FQ22014",12.606,2,2014,"2014Q2"
"NasdaqGM","AMRN","FQ32014",14.149,3,2014,"2014Q3"
"NasdaqGM","AMRN","FQ42014",16.48,4,2014,"2014Q4"
"NasdaqGM","AMRN","FQ12015",15.933,1,2015,"2015Q1"
"NasdaqGM","AMRN","FQ22015",17.707,2,2015,"2015Q2"
"NasdaqGM","AMRN","FQ32015",21.483,3,2015,"2015Q3"
"NasdaqGM","AMRN","FQ42015",26.633,4,2015,"2015Q4"
"NasdaqGM","AMRN","FQ12016",25.543,1,2016,"2016Q1"
"NasdaqGM","AMRN","FQ22016",33.111,2,2016,"2016Q2"
"NasdaqGM","AMRN","FQ32016",32.734,3,2016,"2016Q3"
"NasdaqGM","AMRN","FQ42016",38.696,4,2016,"2016Q4"
"NasdaqGM","AMRN","FQ12017",34.637,1,2017,"2017Q1"
"NasdaqGS","AMRS","FQ12013",7.869,1,2013,"2013Q1"
"NasdaqGS","AMRS","FQ22013",10.849,2,2013,"2013Q2"
"NasdaqGS","AMRS","FQ32013",7.004,3,2013,"2013Q3"
"NasdaqGS","AMRS","FQ42013",15.397,4,2013,"2013Q4"
"NasdaqGS","AMRS","FQ12014",6.041,1,2014,"2014Q1"
"NasdaqGS","AMRS","FQ22014",9.307,2,2014,"2014Q2"
"NasdaqGS","AMRS","FQ32014",16.341,3,2014,"2014Q3"
"NasdaqGS","AMRS","FQ42014",11.585,4,2014,"2014Q4"
"NasdaqGS","AMRS","FQ12015",7.872,1,2015,"2015Q1"
"NasdaqGS","AMRS","FQ22015",7.843,2,2015,"2015Q2"
"NasdaqGS","AMRS","FQ32015",8.591,3,2015,"2015Q3"
"NasdaqGS","AMRS","FQ42015",9.847,4,2015,"2015Q4"
"NasdaqGS","AMRS","FQ12016",8.811,1,2016,"2016Q1"
"NasdaqGS","AMRS","FQ22016",9.599,2,2016,"2016Q2"
"NasdaqGS","AMRS","FQ32016",26.544,3,2016,"2016Q3"
"NasdaqGS","AMRS","FQ42016",22.238,4,2016,"2016Q4"
"NasdaqGS","AMRS","FQ12017",12.98,1,2017,"2017Q1"
"NasdaqGS","AMSC","FQ12013",28.716,1,2013,"2013Q1"
"NasdaqGS","AMSC","FQ22013",20.867,2,2013,"2013Q2"
"NasdaqGS","AMSC","FQ32013",17.417,3,2013,"2013Q3"
"NasdaqGS","AMSC","FQ42013",20.419,4,2013,"2013Q4"
"NasdaqGS","AMSC","FQ12014",23.086,1,2014,"2014Q1"
"NasdaqGS","AMSC","FQ22014",24.181,2,2014,"2014Q2"
"NasdaqGS","AMSC","FQ32014",20.563,3,2014,"2014Q3"
"NasdaqGS","AMSC","FQ42014",16.287,4,2014,"2014Q4"
"NasdaqGS","AMSC","FQ12015",11.696,1,2015,"2015Q1"
"NasdaqGS","AMSC","FQ22015",12.455,2,2015,"2015Q2"
"NasdaqGS","AMSC","FQ32015",21.25,3,2015,"2015Q3"
"NasdaqGS","AMSC","FQ42015",25.129,4,2015,"2015Q4"
"NasdaqGS","AMSC","FQ12016",23.723,1,2016,"2016Q1"
"NasdaqGS","AMSC","FQ22016",19.004,2,2016,"2016Q2"
"NasdaqGS","AMSC","FQ32016",25.772,3,2016,"2016Q3"
"NasdaqGS","AMSC","FQ42016",27.524,4,2016,"2016Q4"
"NasdaqGS","AMSC","FQ12017",13.345,1,2017,"2017Q1"
"NasdaqGS","AMSC","FQ22017",18.507,2,2017,"2017Q2"
"NasdaqGS","AMSC","FQ32017",27.148,3,2017,"2017Q3"
"NasdaqGS","AMSC","FQ42017",16.195,4,2017,"2017Q4"
"NasdaqGS","AMSF","FQ12013",86.379,1,2013,"2013Q1"
"NasdaqGS","AMSF","FQ22013",88.632,2,2013,"2013Q2"
"NasdaqGS","AMSF","FQ32013",88.543,3,2013,"2013Q3"
"NasdaqGS","AMSF","FQ42013",93.458,4,2013,"2013Q4"
"NasdaqGS","AMSF","FQ12014",95.941,1,2014,"2014Q1"
"NasdaqGS","AMSF","FQ22014",100.361,2,2014,"2014Q2"
"NasdaqGS","AMSF","FQ32014",102.423,3,2014,"2014Q3"
"NasdaqGS","AMSF","FQ42014",104.236,4,2014,"2014Q4"
"NasdaqGS","AMSF","FQ12015",101.62,1,2015,"2015Q1"
"NasdaqGS","AMSF","FQ22015",102.459,2,2015,"2015Q2"
"NasdaqGS","AMSF","FQ32015",97.427,3,2015,"2015Q3"
"NasdaqGS","AMSF","FQ42015",102.29,4,2015,"2015Q4"
"NasdaqGS","AMSF","FQ12016",102.005,1,2016,"2016Q1"
"NasdaqGS","AMSF","FQ22016",96.929,2,2016,"2016Q2"
"NasdaqGS","AMSF","FQ32016",97.924,3,2016,"2016Q3"
"NasdaqGS","AMSF","FQ42016",99.952,4,2016,"2016Q4"
"NasdaqGS","AMSF","FQ12017",97.622,1,2017,"2017Q1"
"NasdaqGS","AMSW.A","FQ12013",25.914,1,2013,"2013Q1"
"NasdaqGS","AMSW.A","FQ22013",26.263,2,2013,"2013Q2"
"NasdaqGS","AMSW.A","FQ32013",23.076,3,2013,"2013Q3"
"NasdaqGS","AMSW.A","FQ42013",25.214,4,2013,"2013Q4"
"NasdaqGS","AMSW.A","FQ12014",23.318,1,2014,"2014Q1"
"NasdaqGS","AMSW.A","FQ22014",26.931,2,2014,"2014Q2"
"NasdaqGS","AMSW.A","FQ32014",24.427,3,2014,"2014Q3"
"NasdaqGS","AMSW.A","FQ42014",25.925,4,2014,"2014Q4"
"NasdaqGS","AMSW.A","FQ12015",24.857,1,2015,"2015Q1"
"NasdaqGS","AMSW.A","FQ22015",24.577,2,2015,"2015Q2"
"NasdaqGS","AMSW.A","FQ32015",25.839,3,2015,"2015Q3"
"NasdaqGS","AMSW.A","FQ42015",27.6,4,2015,"2015Q4"
"NasdaqGS","AMSW.A","FQ12016",28.858,1,2016,"2016Q1"
"NasdaqGS","AMSW.A","FQ22016",29.07,2,2016,"2016Q2"
"NasdaqGS","AMSW.A","FQ32016",27.095,3,2016,"2016Q3"
"NasdaqGS","AMSW.A","FQ42016",28.866,4,2016,"2016Q4"
"NasdaqGS","AMSW.A","FQ12017",27.433,1,2017,"2017Q1"
"NasdaqGS","AMSW.A","FQ22017",26.146,2,2017,"2017Q2"
"NasdaqGS","AMSW.A","FQ32017",26.441,3,2017,"2017Q3"
"NasdaqGS","AMSW.A","FQ42017",26.266,4,2017,"2017Q4"
"NasdaqGS","AMTD","FQ12013",257,1,2013,"2013Q1"
"NasdaqGS","AMTD","FQ22013",287,2,2013,"2013Q2"
"NasdaqGS","AMTD","FQ32013",321,3,2013,"2013Q3"
"NasdaqGS","AMTD","FQ42013",306,4,2013,"2013Q4"
"NasdaqGS","AMTD","FQ12014",328,1,2014,"2014Q1"
"NasdaqGS","AMTD","FQ22014",374,2,2014,"2014Q2"
"NasdaqGS","AMTD","FQ32014",317,3,2014,"2014Q3"
"NasdaqGS","AMTD","FQ42014",332,4,2014,"2014Q4"
"NasdaqGS","AMTD","FQ12015",359,1,2015,"2015Q1"
"NasdaqGS","AMTD","FQ22015",350,2,2015,"2015Q2"
"NasdaqGS","AMTD","FQ32015",328,3,2015,"2015Q3"
"NasdaqGS","AMTD","FQ42015",365,4,2015,"2015Q4"
"NasdaqGS","AMTD","FQ12016",328,1,2016,"2016Q1"
"NasdaqGS","AMTD","FQ22016",360,2,2016,"2016Q2"
"NasdaqGS","AMTD","FQ32016",347,3,2016,"2016Q3"
"NasdaqGS","AMTD","FQ42016",337,4,2016,"2016Q4"
"NasdaqGS","AMTD","FQ12017",355,1,2017,"2017Q1"
"NasdaqGS","AMTD","FQ22017",365,2,2017,"2017Q2"
"NasdaqGS","AMTD","FQ32017",335,3,2017,"2017Q3"
"NasdaqGS","AMWD","FQ12013",148.252,1,2013,"2013Q1"
"NasdaqGS","AMWD","FQ22013",159.76,2,2013,"2013Q2"
"NasdaqGS","AMWD","FQ32013",151.346,3,2013,"2013Q3"
"NasdaqGS","AMWD","FQ42013",171.079,4,2013,"2013Q4"
"NasdaqGS","AMWD","FQ12014",178.095,1,2014,"2014Q1"
"NasdaqGS","AMWD","FQ22014",190.532,2,2014,"2014Q2"
"NasdaqGS","AMWD","FQ32014",169.033,3,2014,"2014Q3"
"NasdaqGS","AMWD","FQ42014",188.855,4,2014,"2014Q4"
"NasdaqGS","AMWD","FQ12015",211.917,1,2015,"2015Q1"
"NasdaqGS","AMWD","FQ22015",217.693,2,2015,"2015Q2"
"NasdaqGS","AMWD","FQ32015",188.963,3,2015,"2015Q3"
"NasdaqGS","AMWD","FQ42015",206.892,4,2015,"2015Q4"
"NasdaqGS","AMWD","FQ12016",231.198,1,2016,"2016Q1"
"NasdaqGS","AMWD","FQ22016",256.292,2,2016,"2016Q2"
"NasdaqGS","AMWD","FQ32016",218.632,3,2016,"2016Q3"
"NasdaqGS","AMWD","FQ42016",240.923,4,2016,"2016Q4"
"NasdaqGS","AMWD","FQ12017",258.15,1,2017,"2017Q1"
"NasdaqGS","AMWD","FQ22017",264.076,2,2017,"2017Q2"
"NasdaqGS","AMWD","FQ32017",249.285,3,2017,"2017Q3"
"NasdaqGS","AMWD","FQ42017",258.737,4,2017,"2017Q4"
"BMV","AMX L","FQ12013",15669.25161,1,2013,"2013Q1"
"BMV","AMX L","FQ22013",14961.0686,2,2013,"2013Q2"
"BMV","AMX L","FQ32013",14764.61248,3,2013,"2013Q3"
"BMV","AMX L","FQ42013",15596.58697,4,2013,"2013Q4"
"BMV","AMX L","FQ12014",14943.30408,1,2014,"2014Q1"
"BMV","AMX L","FQ22014",15649.51662,2,2014,"2014Q2"
"BMV","AMX L","FQ32014",16337.95828,3,2014,"2014Q3"
"BMV","AMX L","FQ42014",15702.70027,4,2014,"2014Q4"
"BMV","AMX L","FQ12015",14371.59513,1,2015,"2015Q1"
"BMV","AMX L","FQ22015",14078.43101,2,2015,"2015Q2"
"BMV","AMX L","FQ32015",13208.09815,3,2015,"2015Q3"
"BMV","AMX L","FQ42015",13375.04307,4,2015,"2015Q4"
"BMV","AMX L","FQ12016",12972.1633,1,2016,"2016Q1"
"BMV","AMX L","FQ22016",12665.60541,2,2016,"2016Q2"
"BMV","AMX L","FQ32016",12902.57857,3,2016,"2016Q3"
"BMV","AMX L","FQ42016",13074.81542,4,2016,"2016Q4"
"BMV","AMX L","FQ12017",14022.18871,1,2017,"2017Q1"
"NasdaqGS","AMZN","FQ12013",16070,1,2013,"2013Q1"
"NasdaqGS","AMZN","FQ22013",15704,2,2013,"2013Q2"
"NasdaqGS","AMZN","FQ32013",17092,3,2013,"2013Q3"
"NasdaqGS","AMZN","FQ42013",25587,4,2013,"2013Q4"
"NasdaqGS","AMZN","FQ12014",19741,1,2014,"2014Q1"
"NasdaqGS","AMZN","FQ22014",19340,2,2014,"2014Q2"
"NasdaqGS","AMZN","FQ32014",20579,3,2014,"2014Q3"
"NasdaqGS","AMZN","FQ42014",29329,4,2014,"2014Q4"
"NasdaqGS","AMZN","FQ12015",22717,1,2015,"2015Q1"
"NasdaqGS","AMZN","FQ22015",23185,2,2015,"2015Q2"
"NasdaqGS","AMZN","FQ32015",25358,3,2015,"2015Q3"
"NasdaqGS","AMZN","FQ42015",35747,4,2015,"2015Q4"
"NasdaqGS","AMZN","FQ12016",29128,1,2016,"2016Q1"
"NasdaqGS","AMZN","FQ22016",30404,2,2016,"2016Q2"
"NasdaqGS","AMZN","FQ32016",32714,3,2016,"2016Q3"
"NasdaqGS","AMZN","FQ42016",43741,4,2016,"2016Q4"
"NasdaqGS","AMZN","FQ12017",35714,1,2017,"2017Q1"
"NYSE","AN","FQ12013",3904,1,2013,"2013Q1"
"NYSE","AN","FQ22013",4206,2,2013,"2013Q2"
"NYSE","AN","FQ32013",4260.1,3,2013,"2013Q3"
"NYSE","AN","FQ42013",4304.3,4,2013,"2013Q4"
"NYSE","AN","FQ12014",4149.3,1,2014,"2014Q1"
"NYSE","AN","FQ22014",4524,2,2014,"2014Q2"
"NYSE","AN","FQ32014",4689.5,3,2014,"2014Q3"
"NYSE","AN","FQ42014",4817.6,4,2014,"2014Q4"
"NYSE","AN","FQ12015",4706.2,1,2015,"2015Q1"
"NYSE","AN","FQ22015",4961.9,2,2015,"2015Q2"
"NYSE","AN","FQ32015",5102.3,3,2015,"2015Q3"
"NYSE","AN","FQ42015",5076.1,4,2015,"2015Q4"
"NYSE","AN","FQ12016",4862.2,1,2016,"2016Q1"
"NYSE","AN","FQ22016",5166,2,2016,"2016Q2"
"NYSE","AN","FQ32016",5316.5,3,2016,"2016Q3"
"NYSE","AN","FQ42016",5227.8,4,2016,"2016Q4"
"NYSE","AN","FQ12017",4882.2,1,2017,"2017Q1"
"NasdaqGS","ANAB","FQ12014",1.781,1,2014,"2014Q1"
"NasdaqGS","ANAB","FQ22014",4.198,2,2014,"2014Q2"
"NasdaqGS","ANAB","FQ32014",6.154,3,2014,"2014Q3"
"NasdaqGS","ANAB","FQ42014",3.705,4,2014,"2014Q4"
"NasdaqGS","ANAB","FQ12015",4.097,1,2015,"2015Q1"
"NasdaqGS","ANAB","FQ22015",4.882,2,2015,"2015Q2"
"NasdaqGS","ANAB","FQ32015",4.538,3,2015,"2015Q3"
"NasdaqGS","ANAB","FQ42015",4.054,4,2015,"2015Q4"
"NasdaqGS","ANAB","FQ12016",4.866,1,2016,"2016Q1"
"NasdaqGS","ANAB","FQ22016",5.85,2,2016,"2016Q2"
"NasdaqGS","ANAB","FQ32016",3.214,3,2016,"2016Q3"
"NasdaqGS","ANAB","FQ42016",2.754,4,2016,"2016Q4"
"NasdaqGS","ANAT","FQ12013",721.133,1,2013,"2013Q1"
"NasdaqGS","ANAT","FQ22013",719.573,2,2013,"2013Q2"
"NasdaqGS","ANAT","FQ32013",730.11,3,2013,"2013Q3"
"NasdaqGS","ANAT","FQ42013",791.744,4,2013,"2013Q4"
"NasdaqGS","ANAT","FQ12014",739.625,1,2014,"2014Q1"
"NasdaqGS","ANAT","FQ22014",743.777,2,2014,"2014Q2"
"NasdaqGS","ANAT","FQ32014",738.78,3,2014,"2014Q3"
"NasdaqGS","ANAT","FQ42014",750.901,4,2014,"2014Q4"
"NasdaqGS","ANAT","FQ12015",708.58,1,2015,"2015Q1"
"NasdaqGS","ANAT","FQ22015",694.462,2,2015,"2015Q2"
"NasdaqGS","ANAT","FQ32015",703.788,3,2015,"2015Q3"
"NasdaqGS","ANAT","FQ42015",816.785,4,2015,"2015Q4"
"NasdaqGS","ANAT","FQ12016",751.4,1,2016,"2016Q1"
"NasdaqGS","ANAT","FQ22016",788.898,2,2016,"2016Q2"
"NasdaqGS","ANAT","FQ32016",799.331,3,2016,"2016Q3"
"NasdaqGS","ANAT","FQ42016",824.134,4,2016,"2016Q4"
"NasdaqGS","ANAT","FQ12017",763.727,1,2017,"2017Q1"
"NasdaqGM","ANCB","FQ12013",1.372,1,2013,"2013Q1"
"NasdaqGM","ANCB","FQ22013",1.32,2,2013,"2013Q2"
"NasdaqGM","ANCB","FQ32013",1.052,3,2013,"2013Q3"
"NasdaqGM","ANCB","FQ42013",1.124,4,2013,"2013Q4"
"NasdaqGM","ANCB","FQ12014",0.972,1,2014,"2014Q1"
"NasdaqGM","ANCB","FQ22014",1.039,2,2014,"2014Q2"
"NasdaqGM","ANCB","FQ32014",1.075,3,2014,"2014Q3"
"NasdaqGM","ANCB","FQ42014",0.996,4,2014,"2014Q4"
"NasdaqGM","ANCB","FQ12015",0.984,1,2015,"2015Q1"
"NasdaqGM","ANCB","FQ22015",1.025,2,2015,"2015Q2"
"NasdaqGM","ANCB","FQ32015",0.776,3,2015,"2015Q3"
"NasdaqGM","ANCB","FQ42015",0.418,4,2015,"2015Q4"
"NasdaqGM","ANCB","FQ12016",1.04,1,2016,"2016Q1"
"NasdaqGM","ANCB","FQ22016",1.162,2,2016,"2016Q2"
"NasdaqGM","ANCB","FQ32016",0.946,3,2016,"2016Q3"
"NasdaqGM","ANCB","FQ42016",1.026,4,2016,"2016Q4"
"NasdaqGM","ANCB","FQ12017",1.157,1,2017,"2017Q1"
"NasdaqGM","ANCB","FQ22017",0.986,2,2017,"2017Q2"
"NasdaqGM","ANCB","FQ32017",1.023,3,2017,"2017Q3"
"NasdaqGM","ANCX","FQ12013",10.844,1,2013,"2013Q1"
"NasdaqGM","ANCX","FQ22013",8.023,2,2013,"2013Q2"
"NasdaqGM","ANCX","FQ32013",5.079,3,2013,"2013Q3"
"NasdaqGM","ANCX","FQ42013",4.204,4,2013,"2013Q4"
"NasdaqGM","ANCX","FQ12014",3.256,1,2014,"2014Q1"
"NasdaqGM","ANCX","FQ22014",5.316,2,2014,"2014Q2"
"NasdaqGM","ANCX","FQ32014",5.213,3,2014,"2014Q3"
"NasdaqGM","ANCX","FQ42014",5.515,4,2014,"2014Q4"
"NasdaqGM","ANCX","FQ12015",6.305,1,2015,"2015Q1"
"NasdaqGM","ANCX","FQ22015",7.081,2,2015,"2015Q2"
"NasdaqGM","ANCX","FQ32015",6.412,3,2015,"2015Q3"
"NasdaqGM","ANCX","FQ42015",6.267,4,2015,"2015Q4"
"NasdaqGM","ANCX","FQ12016",6.819,1,2016,"2016Q1"
"NasdaqGM","ANCX","FQ22016",9.173,2,2016,"2016Q2"
"NasdaqGM","ANCX","FQ32016",8.685,3,2016,"2016Q3"
"NasdaqGM","ANCX","FQ42016",7.126,4,2016,"2016Q4"
"NasdaqGM","ANCX","FQ12017",6.003,1,2017,"2017Q1"
"NasdaqGS","ANDE","FQ12013",1271.97,1,2013,"2013Q1"
"NasdaqGS","ANDE","FQ22013",1566.964,2,2013,"2013Q2"
"NasdaqGS","ANDE","FQ32013",1181.374,3,2013,"2013Q3"
"NasdaqGS","ANDE","FQ42013",1584.266,4,2013,"2013Q4"
"NasdaqGS","ANDE","FQ12014",1003.294,1,2014,"2014Q1"
"NasdaqGS","ANDE","FQ22014",1312.082,2,2014,"2014Q2"
"NasdaqGS","ANDE","FQ32014",952.927,3,2014,"2014Q3"
"NasdaqGS","ANDE","FQ42014",1271.768,4,2014,"2014Q4"
"NasdaqGS","ANDE","FQ12015",918.225,1,2015,"2015Q1"
"NasdaqGS","ANDE","FQ22015",1187.704,2,2015,"2015Q2"
"NasdaqGS","ANDE","FQ32015",909.093,3,2015,"2015Q3"
"NasdaqGS","ANDE","FQ42015",1183.473,4,2015,"2015Q4"
"NasdaqGS","ANDE","FQ12016",887.879,1,2016,"2016Q1"
"NasdaqGS","ANDE","FQ22016",1064.244,2,2016,"2016Q2"
"NasdaqGS","ANDE","FQ32016",859.612,3,2016,"2016Q3"
"NasdaqGS","ANDE","FQ42016",1113.055,4,2016,"2016Q4"
"NasdaqGS","ANDE","FQ12017",852.016,1,2017,"2017Q1"
"SNSE","ANDINA-B","FQ12013",797.9367,1,2013,"2013Q1"
"SNSE","ANDINA-B","FQ22013",644.2659,2,2013,"2013Q2"
"SNSE","ANDINA-B","FQ32013",679.73687,3,2013,"2013Q3"
"SNSE","ANDINA-B","FQ42013",904.89742,4,2013,"2013Q4"
"SNSE","ANDINA-B","FQ12014",813.77847,1,2014,"2014Q1"
"SNSE","ANDINA-B","FQ22014",698.68859,2,2014,"2014Q2"
"SNSE","ANDINA-B","FQ32014",712.10805,3,2014,"2014Q3"
"SNSE","ANDINA-B","FQ42014",884.79673,4,2014,"2014Q4"
"SNSE","ANDINA-B","FQ12015",806.92108,1,2015,"2015Q1"
"SNSE","ANDINA-B","FQ22015",641.84541,2,2015,"2015Q2"
"SNSE","ANDINA-B","FQ32015",621.15374,3,2015,"2015Q3"
"SNSE","ANDINA-B","FQ42015",748.88691,4,2015,"2015Q4"
"SNSE","ANDINA-B","FQ12016",688.91441,1,2016,"2016Q1"
"SNSE","ANDINA-B","FQ22016",570.4746,2,2016,"2016Q2"
"SNSE","ANDINA-B","FQ32016",641.86804,3,2016,"2016Q3"
"SNSE","ANDINA-B","FQ42016",774.19167,4,2016,"2016Q4"
"SNSE","ANDINA-B","FQ12017",757.25786,1,2017,"2017Q1"
"NYSE","ANET","FQ12013",61.348,1,2013,"2013Q1"
"NYSE","ANET","FQ22013",83.485,2,2013,"2013Q2"
