"exchange","symbol","fiscalQID","revenue","quarter","year","fiscalQ1"
"NasdaqGS","ITIC","FQ42013",30.15769,4,2013,"2013Q4"
"NasdaqGS","ITIC","FQ12014",25.93567,1,2014,"2014Q1"
"NasdaqGS","ITIC","FQ22014",30.88929,2,2014,"2014Q2"
"NasdaqGS","ITIC","FQ32014",27.42183,3,2014,"2014Q3"
"NasdaqGS","ITIC","FQ42014",29.97627,4,2014,"2014Q4"
"NasdaqGS","ITIC","FQ12015",26.14008,1,2015,"2015Q1"
"NasdaqGS","ITIC","FQ22015",31.59607,2,2015,"2015Q2"
"NasdaqGS","ITIC","FQ32015",32.06306,3,2015,"2015Q3"
"NasdaqGS","ITIC","FQ42015",27.2078,4,2015,"2015Q4"
"NasdaqGS","ITIC","FQ12016",22.66001,1,2016,"2016Q1"
"NasdaqGS","ITIC","FQ22016",30.95724,2,2016,"2016Q2"
"NasdaqGS","ITIC","FQ32016",37.67236,3,2016,"2016Q3"
"NasdaqGS","ITIC","FQ42016",35.49027,4,2016,"2016Q4"
"NasdaqGS","ITIC","FQ12017",34.73816,1,2017,"2017Q1"
"NasdaqGS","ITRI","FQ12013",447.536,1,2013,"2013Q1"
"NasdaqGS","ITRI","FQ22013",482.175,2,2013,"2013Q2"
"NasdaqGS","ITRI","FQ32013",495.491,3,2013,"2013Q3"
"NasdaqGS","ITRI","FQ42013",523.526,4,2013,"2013Q4"
"NasdaqGS","ITRI","FQ12014",474.795,1,2014,"2014Q1"
"NasdaqGS","ITRI","FQ22014",489.353,2,2014,"2014Q2"
"NasdaqGS","ITRI","FQ32014",496.454,3,2014,"2014Q3"
"NasdaqGS","ITRI","FQ42014",487.014,4,2014,"2014Q4"
"NasdaqGS","ITRI","FQ12015",446.746,1,2015,"2015Q1"
"NasdaqGS","ITRI","FQ22015",470.811,2,2015,"2015Q2"
"NasdaqGS","ITRI","FQ32015",469.528,3,2015,"2015Q3"
"NasdaqGS","ITRI","FQ42015",496.448,4,2015,"2015Q4"
"NasdaqGS","ITRI","FQ12016",497.59,1,2016,"2016Q1"
"NasdaqGS","ITRI","FQ22016",513.024,2,2016,"2016Q2"
"NasdaqGS","ITRI","FQ32016",506.859,3,2016,"2016Q3"
"NasdaqGS","ITRI","FQ42016",495.713,4,2016,"2016Q4"
"NasdaqGS","ITRI","FQ12017",477.592,1,2017,"2017Q1"
"NasdaqGS","ITRN","FQ12013",40.975,1,2013,"2013Q1"
"NasdaqGS","ITRN","FQ22013",43.179,2,2013,"2013Q2"
"NasdaqGS","ITRN","FQ32013",42.387,3,2013,"2013Q3"
"NasdaqGS","ITRN","FQ42013",43.626,4,2013,"2013Q4"
"NasdaqGS","ITRN","FQ12014",45.46,1,2014,"2014Q1"
"NasdaqGS","ITRN","FQ22014",46.63,2,2014,"2014Q2"
"NasdaqGS","ITRN","FQ32014",46.49,3,2014,"2014Q3"
"NasdaqGS","ITRN","FQ42014",43.547,4,2014,"2014Q4"
"NasdaqGS","ITRN","FQ12015",44.2,1,2015,"2015Q1"
"NasdaqGS","ITRN","FQ22015",43.814,2,2015,"2015Q2"
"NasdaqGS","ITRN","FQ32015",43.823,3,2015,"2015Q3"
"NasdaqGS","ITRN","FQ42015",43.791,4,2015,"2015Q4"
"NasdaqGS","ITRN","FQ12016",47.199,1,2016,"2016Q1"
"NasdaqGS","ITRN","FQ22016",49.254,2,2016,"2016Q2"
"NasdaqGS","ITRN","FQ32016",52.76,3,2016,"2016Q3"
"NasdaqGS","ITRN","FQ42016",50.361,4,2016,"2016Q4"
"NasdaqGS","ITRN","FQ12017",57.111,1,2017,"2017Q1"
"NYSE","ITT","FQ12013",608.2,1,2013,"2013Q1"
"NYSE","ITT","FQ22013",609.2,2,2013,"2013Q2"
"NYSE","ITT","FQ32013",634,3,2013,"2013Q3"
"NYSE","ITT","FQ42013",645.5,4,2013,"2013Q4"
"NYSE","ITT","FQ12014",674.5,1,2014,"2014Q1"
"NYSE","ITT","FQ22014",663,2,2014,"2014Q2"
"NYSE","ITT","FQ32014",657.1,3,2014,"2014Q3"
"NYSE","ITT","FQ42014",660,4,2014,"2014Q4"
"NYSE","ITT","FQ12015",588.7,1,2015,"2015Q1"
"NYSE","ITT","FQ22015",628.2,2,2015,"2015Q2"
"NYSE","ITT","FQ32015",601.9,3,2015,"2015Q3"
"NYSE","ITT","FQ42015",666.8,4,2015,"2015Q4"
"NYSE","ITT","FQ12016",609.1,1,2016,"2016Q1"
"NYSE","ITT","FQ22016",626.2,2,2016,"2016Q2"
"NYSE","ITT","FQ32016",581.7,3,2016,"2016Q3"
"NYSE","ITT","FQ42016",588.4,4,2016,"2016Q4"
"NYSE","ITT","FQ12017",625.8,1,2017,"2017Q1"
"BOVESPA","ITUB4","FQ12013",3368.65711,1,2013,"2013Q1"
"BOVESPA","ITUB4","FQ22013",3271.29964,2,2013,"2013Q2"
"BOVESPA","ITUB4","FQ32013",3345.60255,3,2013,"2013Q3"
"BOVESPA","ITUB4","FQ42013",3315.55424,4,2013,"2013Q4"
"BOVESPA","ITUB4","FQ12014",3896.76562,1,2014,"2014Q1"
"BOVESPA","ITUB4","FQ22014",3980.22586,2,2014,"2014Q2"
"BOVESPA","ITUB4","FQ32014",5103.71246,3,2014,"2014Q3"
"BOVESPA","ITUB4","FQ42014",4584.65012,4,2014,"2014Q4"
"BOVESPA","ITUB4","FQ12015",166.90108,1,2015,"2015Q1"
"BOVESPA","ITUB4","FQ22015",3765.07284,2,2015,"2015Q2"
"BOVESPA","ITUB4","FQ32015",-1387.7623,3,2015,"2015Q3"
"BOVESPA","ITUB4","FQ42015",2740.76692,4,2015,"2015Q4"
"BOVESPA","ITUB4","FQ12016",3770.60265,1,2016,"2016Q1"
"BOVESPA","ITUB4","FQ22016",4594.36673,2,2016,"2016Q2"
"BOVESPA","ITUB4","FQ32016",3591.50589,3,2016,"2016Q3"
"BOVESPA","ITUB4","FQ42016",3309.46747,4,2016,"2016Q4"
"BOVESPA","ITUB4","FQ12017",4143.93316,1,2017,"2017Q1"
"NYSE","ITW","FQ12013",3420,1,2013,"2013Q1"
"NYSE","ITW","FQ22013",3593,2,2013,"2013Q2"
"NYSE","ITW","FQ32013",3568,3,2013,"2013Q3"
"NYSE","ITW","FQ42013",3554,4,2013,"2013Q4"
"NYSE","ITW","FQ12014",3569,1,2014,"2014Q1"
"NYSE","ITW","FQ22014",3719,2,2014,"2014Q2"
"NYSE","ITW","FQ32014",3692,3,2014,"2014Q3"
"NYSE","ITW","FQ42014",3504,4,2014,"2014Q4"
"NYSE","ITW","FQ12015",3342,1,2015,"2015Q1"
"NYSE","ITW","FQ22015",3434,2,2015,"2015Q2"
"NYSE","ITW","FQ32015",3354,3,2015,"2015Q3"
"NYSE","ITW","FQ42015",3275,4,2015,"2015Q4"
"NYSE","ITW","FQ12016",3274,1,2016,"2016Q1"
"NYSE","ITW","FQ22016",3431,2,2016,"2016Q2"
"NYSE","ITW","FQ32016",3495,3,2016,"2016Q3"
"NYSE","ITW","FQ42016",3399,4,2016,"2016Q4"
"NYSE","ITW","FQ12017",3471,1,2017,"2017Q1"
"NasdaqGS","IVAC","FQ12013",12.982,1,2013,"2013Q1"
"NasdaqGS","IVAC","FQ22013",16.983,2,2013,"2013Q2"
"NasdaqGS","IVAC","FQ32013",19.115,3,2013,"2013Q3"
"NasdaqGS","IVAC","FQ42013",20.551,4,2013,"2013Q4"
"NasdaqGS","IVAC","FQ12014",17.015,1,2014,"2014Q1"
"NasdaqGS","IVAC","FQ22014",14.715,2,2014,"2014Q2"
"NasdaqGS","IVAC","FQ32014",14.757,3,2014,"2014Q3"
"NasdaqGS","IVAC","FQ42014",19.062,4,2014,"2014Q4"
"NasdaqGS","IVAC","FQ12015",19.885,1,2015,"2015Q1"
"NasdaqGS","IVAC","FQ22015",20.458,2,2015,"2015Q2"
"NasdaqGS","IVAC","FQ32015",18.418,3,2015,"2015Q3"
"NasdaqGS","IVAC","FQ42015",16.398,4,2015,"2015Q4"
"NasdaqGS","IVAC","FQ12016",13.664,1,2016,"2016Q1"
"NasdaqGS","IVAC","FQ22016",14.918,2,2016,"2016Q2"
"NasdaqGS","IVAC","FQ32016",22.559,3,2016,"2016Q3"
"NasdaqGS","IVAC","FQ42016",28.982,4,2016,"2016Q4"
"NasdaqGS","IVAC","FQ12017",30.388,1,2017,"2017Q1"
"NYSE","IVC","FQ12013",331.437,1,2013,"2013Q1"
"NYSE","IVC","FQ22013",335.644,2,2013,"2013Q2"
"NYSE","IVC","FQ32013",336.578,3,2013,"2013Q3"
"NYSE","IVC","FQ42013",330.846,4,2013,"2013Q4"
"NYSE","IVC","FQ12014",304.501,1,2014,"2014Q1"
"NYSE","IVC","FQ22014",326.943,2,2014,"2014Q2"
"NYSE","IVC","FQ32014",320.52,3,2014,"2014Q3"
"NYSE","IVC","FQ42014",318.199,4,2014,"2014Q4"
"NYSE","IVC","FQ12015",289.024,1,2015,"2015Q1"
"NYSE","IVC","FQ22015",286.273,2,2015,"2015Q2"
"NYSE","IVC","FQ32015",283.776,3,2015,"2015Q3"
"NYSE","IVC","FQ42015",283.265,4,2015,"2015Q4"
"NYSE","IVC","FQ12016",257.552,1,2016,"2016Q1"
"NYSE","IVC","FQ22016",275.037,2,2016,"2016Q2"
"NYSE","IVC","FQ32016",268.145,3,2016,"2016Q3"
"NYSE","IVC","FQ42016",246.74,4,2016,"2016Q4"
"NYSE","IVC","FQ12017",231.723,1,2017,"2017Q1"
"NasdaqGM","IVTY","FQ12014",2.154,1,2014,"2014Q1"
"NasdaqGM","IVTY","FQ22014",2.816,2,2014,"2014Q2"
"NasdaqGM","IVTY","FQ32014",3.724,3,2014,"2014Q3"
"NasdaqGM","IVTY","FQ42014",4.409,4,2014,"2014Q4"
"NasdaqGM","IVTY","FQ12015",4.442,1,2015,"2015Q1"
"NasdaqGM","IVTY","FQ22015",4.747,2,2015,"2015Q2"
"NasdaqGM","IVTY","FQ32015",5.595,3,2015,"2015Q3"
"NasdaqGM","IVTY","FQ42015",6.247,4,2015,"2015Q4"
"NasdaqGM","IVTY","FQ12016",6.404,1,2016,"2016Q1"
"NasdaqGM","IVTY","FQ22016",8.223,2,2016,"2016Q2"
"NasdaqGM","IVTY","FQ32016",8.478,3,2016,"2016Q3"
"NasdaqGM","IVTY","FQ42016",9.355,4,2016,"2016Q4"
"NasdaqGM","IVTY","FQ12017",9.023,1,2017,"2017Q1"
"NasdaqGS","IXYS","FQ12013",80.857,1,2013,"2013Q1"
"NasdaqGS","IXYS","FQ22013",68.461,2,2013,"2013Q2"
"NasdaqGS","IXYS","FQ32013",63.812,3,2013,"2013Q3"
"NasdaqGS","IXYS","FQ42013",66.884,4,2013,"2013Q4"
"NasdaqGS","IXYS","FQ12014",71.186,1,2014,"2014Q1"
"NasdaqGS","IXYS","FQ22014",85.901,2,2014,"2014Q2"
"NasdaqGS","IXYS","FQ32014",89.348,3,2014,"2014Q3"
"NasdaqGS","IXYS","FQ42014",89.895,4,2014,"2014Q4"
"NasdaqGS","IXYS","FQ12015",88.08,1,2015,"2015Q1"
"NasdaqGS","IXYS","FQ22015",86.435,2,2015,"2015Q2"
"NasdaqGS","IXYS","FQ32015",81.326,3,2015,"2015Q3"
"NasdaqGS","IXYS","FQ42015",82.926,4,2015,"2015Q4"
"NasdaqGS","IXYS","FQ12016",82.047,1,2016,"2016Q1"
"NasdaqGS","IXYS","FQ22016",80.257,2,2016,"2016Q2"
"NasdaqGS","IXYS","FQ32016",75.133,3,2016,"2016Q3"
"NasdaqGS","IXYS","FQ42016",79.772,4,2016,"2016Q4"
"NasdaqGS","IXYS","FQ12017",80.638,1,2017,"2017Q1"
"NasdaqGS","IXYS","FQ22017",78.629,2,2017,"2017Q2"
"NasdaqGS","IXYS","FQ32017",79.484,3,2017,"2017Q3"
"NasdaqGS","IXYS","FQ42017",83.372,4,2017,"2017Q4"
"NasdaqGS","JACK","FQ12013",454.335,1,2013,"2013Q1"
"NasdaqGS","JACK","FQ22013",347.223,2,2013,"2013Q2"
"NasdaqGS","JACK","FQ32013",350.329,3,2013,"2013Q3"
"NasdaqGS","JACK","FQ42013",337.981,4,2013,"2013Q4"
"NasdaqGS","JACK","FQ12014",450.081,1,2014,"2014Q1"
"NasdaqGS","JACK","FQ22014",340.87,2,2014,"2014Q2"
"NasdaqGS","JACK","FQ32014",348.492,3,2014,"2014Q3"
"NasdaqGS","JACK","FQ42014",344.687,4,2014,"2014Q4"
"NasdaqGS","JACK","FQ12015",468.621,1,2015,"2015Q1"
"NasdaqGS","JACK","FQ22015",358.122,2,2015,"2015Q2"
"NasdaqGS","JACK","FQ32015",359.506,3,2015,"2015Q3"
"NasdaqGS","JACK","FQ42015",354.068,4,2015,"2015Q4"
"NasdaqGS","JACK","FQ12016",470.823,1,2016,"2016Q1"
"NasdaqGS","JACK","FQ22016",361.151,2,2016,"2016Q2"
"NasdaqGS","JACK","FQ32016",368.938,3,2016,"2016Q3"
"NasdaqGS","JACK","FQ42016",398.419,4,2016,"2016Q4"
"NasdaqGS","JACK","FQ12017",487.933,1,2017,"2017Q1"
"NasdaqGS","JACK","FQ22017",369.389,2,2017,"2017Q2"
"NYSE","JAG","FQ12015",6.075,1,2015,"2015Q1"
"NYSE","JAG","FQ22015",6.075,2,2015,"2015Q2"
"NYSE","JAG","FQ32015",10.833,3,2015,"2015Q3"
"NYSE","JAG","FQ42015",10.828,4,2015,"2015Q4"
"NYSE","JAG","FQ12016",9.982,1,2016,"2016Q1"
"NYSE","JAG","FQ32016",21.882,3,2016,"2016Q3"
"NYSE","JAG","FQ42016",24.671,4,2016,"2016Q4"
"NYSE","JAG","FQ12017",39.2,1,2017,"2017Q1"
"NasdaqGS","JAKK","FQ12013",78.069,1,2013,"2013Q1"
"NasdaqGS","JAKK","FQ22013",106.232,2,2013,"2013Q2"
"NasdaqGS","JAKK","FQ32013",310.894,3,2013,"2013Q3"
"NasdaqGS","JAKK","FQ42013",137.73,4,2013,"2013Q4"
"NasdaqGS","JAKK","FQ12014",82.51,1,2014,"2014Q1"
"NasdaqGS","JAKK","FQ22014",124.172,2,2014,"2014Q2"
"NasdaqGS","JAKK","FQ32014",349.362,3,2014,"2014Q3"
"NasdaqGS","JAKK","FQ42014",254.016,4,2014,"2014Q4"
"NasdaqGS","JAKK","FQ12015",114.201,1,2015,"2015Q1"
"NasdaqGS","JAKK","FQ22015",131.106,2,2015,"2015Q2"
"NasdaqGS","JAKK","FQ32015",337.027,3,2015,"2015Q3"
"NasdaqGS","JAKK","FQ42015",163.407,4,2015,"2015Q4"
"NasdaqGS","JAKK","FQ12016",95.809,1,2016,"2016Q1"
"NasdaqGS","JAKK","FQ22016",140.977,2,2016,"2016Q2"
"NasdaqGS","JAKK","FQ32016",302.791,3,2016,"2016Q3"
"NasdaqGS","JAKK","FQ42016",167.026,4,2016,"2016Q4"
"NasdaqGS","JAKK","FQ12017",94.505,1,2017,"2017Q1"
"NasdaqGS","JASO","FQ12013",269.82125,1,2013,"2013Q1"
"NasdaqGS","JASO","FQ22013",257.92485,2,2013,"2013Q2"
"NasdaqGS","JASO","FQ32013",287.26643,3,2013,"2013Q3"
"NasdaqGS","JASO","FQ42013",357.29187,4,2013,"2013Q4"
"NasdaqGS","JASO","FQ12014",366.02593,1,2014,"2014Q1"
"NasdaqGS","JASO","FQ22014",389.54764,2,2014,"2014Q2"
"NasdaqGS","JASO","FQ32014",492.1893,3,2014,"2014Q3"
"NasdaqGS","JASO","FQ42014",576.6377,4,2014,"2014Q4"
"NasdaqGS","JASO","FQ12015",387.66901,1,2015,"2015Q1"
"NasdaqGS","JASO","FQ22015",436.75445,2,2015,"2015Q2"
"NasdaqGS","JASO","FQ32015",600.8542,3,2015,"2015Q3"
"NasdaqGS","JASO","FQ42015",707.65453,4,2015,"2015Q4"
"NasdaqGS","JASO","FQ12016",537.58177,1,2016,"2016Q1"
"NasdaqGS","JASO","FQ22016",618.86445,2,2016,"2016Q2"
"NasdaqGS","JASO","FQ32016",624.19249,3,2016,"2016Q3"
"NasdaqGS","JASO","FQ42016",574.73903,4,2016,"2016Q4"
"NasdaqGS","JASO","FQ12017",537.54128,1,2017,"2017Q1"
"NYSE","JAX","FQ42013",50.077,4,2013,"2013Q4"
"NYSE","JAX","FQ12014",52.356,1,2014,"2014Q1"
"NYSE","JAX","FQ22014",49.84,2,2014,"2014Q2"
"NYSE","JAX","FQ32014",46.725,3,2014,"2014Q3"
"NYSE","JAX","FQ42014",53.312,4,2014,"2014Q4"
"NYSE","JAX","FQ12015",56.184,1,2015,"2015Q1"
"NYSE","JAX","FQ22015",53.091,2,2015,"2015Q2"
"NYSE","JAX","FQ32015",49.335,3,2015,"2015Q3"
"NYSE","JAX","FQ42015",59.304,4,2015,"2015Q4"
"NYSE","JAX","FQ12016",56.879,1,2016,"2016Q1"
"NYSE","JAX","FQ22016",53.921,2,2016,"2016Q2"
"NYSE","JAX","FQ32016",51.459,3,2016,"2016Q3"
"NYSE","JAX","FQ42016",57.323,4,2016,"2016Q4"
"NYSE","JAX","FQ12017",59.822,1,2017,"2017Q1"
"NasdaqGS","JAZZ","FQ12013",196.237,1,2013,"2013Q1"
"NasdaqGS","JAZZ","FQ22013",208.252,2,2013,"2013Q2"
"NasdaqGS","JAZZ","FQ32013",232.16,3,2013,"2013Q3"
"NasdaqGS","JAZZ","FQ42013",235.774,4,2013,"2013Q4"
"NasdaqGS","JAZZ","FQ12014",246.919,1,2014,"2014Q1"
"NasdaqGS","JAZZ","FQ22014",291.23,2,2014,"2014Q2"
"NasdaqGS","JAZZ","FQ32014",306.584,3,2014,"2014Q3"
"NasdaqGS","JAZZ","FQ42014",328.142,4,2014,"2014Q4"
"NasdaqGS","JAZZ","FQ12015",309.303,1,2015,"2015Q1"
"NasdaqGS","JAZZ","FQ22015",333.747,2,2015,"2015Q2"
"NasdaqGS","JAZZ","FQ32015",340.872,3,2015,"2015Q3"
"NasdaqGS","JAZZ","FQ42015",340.881,4,2015,"2015Q4"
"NasdaqGS","JAZZ","FQ12016",336.01,1,2016,"2016Q1"
"NasdaqGS","JAZZ","FQ22016",381.161,2,2016,"2016Q2"
"NasdaqGS","JAZZ","FQ32016",374.181,3,2016,"2016Q3"
"NasdaqGS","JAZZ","FQ42016",396.621,4,2016,"2016Q4"
"NasdaqGS","JAZZ","FQ12017",376.053,1,2017,"2017Q1"
"NasdaqGS","JBHT","FQ12013",1038.94,1,2013,"2013Q1"
"NasdaqGS","JBHT","FQ22013",1120.164,2,2013,"2013Q2"
"NasdaqGS","JBHT","FQ32013",1165.965,3,2013,"2013Q3"
"NasdaqGS","JBHT","FQ42013",1202.168,4,2013,"2013Q4"
"NasdaqGS","JBHT","FQ12014",1152.349,1,2014,"2014Q1"
"NasdaqGS","JBHT","FQ22014",1268.636,2,2014,"2014Q2"
"NasdaqGS","JBHT","FQ32014",1316.951,3,2014,"2014Q3"
"NasdaqGS","JBHT","FQ42014",1344.891,4,2014,"2014Q4"
"NasdaqGS","JBHT","FQ12015",1263.91,1,2015,"2015Q1"
"NasdaqGS","JBHT","FQ22015",1360.631,2,2015,"2015Q2"
"NasdaqGS","JBHT","FQ32015",1419.451,3,2015,"2015Q3"
"NasdaqGS","JBHT","FQ42015",1472.291,4,2015,"2015Q4"
"NasdaqGS","JBHT","FQ12016",1426.654,1,2016,"2016Q1"
"NasdaqGS","JBHT","FQ22016",1483.354,2,2016,"2016Q2"
"NasdaqGS","JBHT","FQ32016",1538.701,3,2016,"2016Q3"
"NasdaqGS","JBHT","FQ42016",1558.638,4,2016,"2016Q4"
"NasdaqGS","JBHT","FQ12017",1461.768,1,2017,"2017Q1"
"NasdaqGS","JBHT","FQ22017",1551.051,2,2017,"2017Q2"
"NYSE","JBL","FQ12013",4369.881,1,2013,"2013Q1"
"NYSE","JBL","FQ22013",4169.694,2,2013,"2013Q2"
"NYSE","JBL","FQ32013",4196.224,3,2013,"2013Q3"
"NYSE","JBL","FQ42013",4513.694,4,2013,"2013Q4"
"NYSE","JBL","FQ12014",4342.711,1,2014,"2014Q1"
"NYSE","JBL","FQ22014",3577.315,2,2014,"2014Q2"
"NYSE","JBL","FQ32014",3785.875,3,2014,"2014Q3"
"NYSE","JBL","FQ42014",4056.245,4,2014,"2014Q4"
"NYSE","JBL","FQ12015",4550.418,1,2015,"2015Q1"
"NYSE","JBL","FQ22015",4309.323,2,2015,"2015Q2"
"NYSE","JBL","FQ32015",4358.641,3,2015,"2015Q3"
"NYSE","JBL","FQ42015",4680.814,4,2015,"2015Q4"
"NYSE","JBL","FQ12016",5207.977,1,2016,"2016Q1"
"NYSE","JBL","FQ22016",4403.594,2,2016,"2016Q2"
"NYSE","JBL","FQ32016",4310.752,3,2016,"2016Q3"
"NYSE","JBL","FQ42016",4430.763,4,2016,"2016Q4"
"NYSE","JBL","FQ12017",5104.898,1,2017,"2017Q1"
"NYSE","JBL","FQ22017",4445.637,2,2017,"2017Q2"
"NYSE","JBL","FQ32017",4489.557,3,2017,"2017Q3"
"NasdaqGS","JBLU","FQ12013",1186,1,2013,"2013Q1"
"NasdaqGS","JBLU","FQ22013",1222,2,2013,"2013Q2"
"NasdaqGS","JBLU","FQ32013",1321,3,2013,"2013Q3"
"NasdaqGS","JBLU","FQ42013",1242,4,2013,"2013Q4"
"NasdaqGS","JBLU","FQ12014",1230,1,2014,"2014Q1"
"NasdaqGS","JBLU","FQ22014",1372,2,2014,"2014Q2"
"NasdaqGS","JBLU","FQ32014",1414,3,2014,"2014Q3"
"NasdaqGS","JBLU","FQ42014",1327,4,2014,"2014Q4"
"NasdaqGS","JBLU","FQ12015",1408,1,2015,"2015Q1"
"NasdaqGS","JBLU","FQ22015",1496,2,2015,"2015Q2"
"NasdaqGS","JBLU","FQ32015",1551,3,2015,"2015Q3"
"NasdaqGS","JBLU","FQ42015",1438,4,2015,"2015Q4"
"NasdaqGS","JBLU","FQ12016",1478,1,2016,"2016Q1"
"NasdaqGS","JBLU","FQ22016",1487,2,2016,"2016Q2"
"NasdaqGS","JBLU","FQ32016",1571,3,2016,"2016Q3"
"NasdaqGS","JBLU","FQ42016",1477,4,2016,"2016Q4"
"NasdaqGS","JBLU","FQ12017",1451,1,2017,"2017Q1"
"NasdaqGS","JBSS","FQ12013",177.507,1,2013,"2013Q1"
"NasdaqGS","JBSS","FQ22013",215.619,2,2013,"2013Q2"
"NasdaqGS","JBSS","FQ32013",163.815,3,2013,"2013Q3"
"NasdaqGS","JBSS","FQ42013",177.393,4,2013,"2013Q4"
"NasdaqGS","JBSS","FQ12014",176.697,1,2014,"2014Q1"
"NasdaqGS","JBSS","FQ22014",225.114,2,2014,"2014Q2"
"NasdaqGS","JBSS","FQ32014",174.291,3,2014,"2014Q3"
"NasdaqGS","JBSS","FQ42014",202.52,4,2014,"2014Q4"
"NasdaqGS","JBSS","FQ12015",205.037,1,2015,"2015Q1"
"NasdaqGS","JBSS","FQ22015",251.373,2,2015,"2015Q2"
"NasdaqGS","JBSS","FQ32015",209.396,3,2015,"2015Q3"
"NasdaqGS","JBSS","FQ42015",221.439,4,2015,"2015Q4"
"NasdaqGS","JBSS","FQ12016",225.777,1,2016,"2016Q1"
"NasdaqGS","JBSS","FQ22016",279.002,2,2016,"2016Q2"
"NasdaqGS","JBSS","FQ32016",215.742,3,2016,"2016Q3"
"NasdaqGS","JBSS","FQ42016",231.538,4,2016,"2016Q4"
"NasdaqGS","JBSS","FQ12017",222.293,1,2017,"2017Q1"
"NasdaqGS","JBSS","FQ22017",249.375,2,2017,"2017Q2"
"NasdaqGS","JBSS","FQ32017",173.376,3,2017,"2017Q3"
"NYSE","JBT","FQ12013",185.7,1,2013,"2013Q1"
"NYSE","JBT","FQ22013",226.9,2,2013,"2013Q2"
"NYSE","JBT","FQ32013",233.5,3,2013,"2013Q3"
"NYSE","JBT","FQ42013",288.1,4,2013,"2013Q4"
"NYSE","JBT","FQ12014",198,1,2014,"2014Q1"
"NYSE","JBT","FQ22014",247.6,2,2014,"2014Q2"
"NYSE","JBT","FQ32014",243.2,3,2014,"2014Q3"
"NYSE","JBT","FQ42014",295.4,4,2014,"2014Q4"
"NYSE","JBT","FQ12015",225,1,2015,"2015Q1"
"NYSE","JBT","FQ22015",254.6,2,2015,"2015Q2"
"NYSE","JBT","FQ32015",273.3,3,2015,"2015Q3"
"NYSE","JBT","FQ42015",354.4,4,2015,"2015Q4"
"NYSE","JBT","FQ12016",267.1,1,2016,"2016Q1"
"NYSE","JBT","FQ22016",328.8,2,2016,"2016Q2"
"NYSE","JBT","FQ32016",349.6,3,2016,"2016Q3"
"NYSE","JBT","FQ42016",405,4,2016,"2016Q4"
"NYSE","JBT","FQ12017",344.5,1,2017,"2017Q1"
"NYSE","JCI","FQ12013",10109,1,2013,"2013Q1"
"NYSE","JCI","FQ22013",10102,2,2013,"2013Q2"
"NYSE","JCI","FQ32013",10499,3,2013,"2013Q3"
"NYSE","JCI","FQ12014",9497,1,2014,"2014Q1"
"NYSE","JCI","FQ22014",9467,2,2014,"2014Q2"
"NYSE","JCI","FQ32014",9833,3,2014,"2014Q3"
"NYSE","JCI","FQ42014",9952,4,2014,"2014Q4"
"NYSE","JCI","FQ12015",9624,1,2015,"2015Q1"
"NYSE","JCI","FQ22015",9198,2,2015,"2015Q2"
"NYSE","JCI","FQ32015",9608,3,2015,"2015Q3"
"NYSE","JCI","FQ42015",8749,4,2015,"2015Q4"
"NYSE","JCI","FQ12016",4696,1,2016,"2016Q1"
"NYSE","JCI","FQ22016",4733,2,2016,"2016Q2"
"NYSE","JCI","FQ32016",9516,3,2016,"2016Q3"
"NYSE","JCI","FQ42016",10198,4,2016,"2016Q4"
"NYSE","JCI","FQ12017",7086,1,2017,"2017Q1"
"NYSE","JCI","FQ22017",7267,2,2017,"2017Q2"
"NasdaqGS","JCOM","FQ12013",113.617,1,2013,"2013Q1"
"NasdaqGS","JCOM","FQ22013",141.361,2,2013,"2013Q2"
"NasdaqGS","JCOM","FQ32013",127.788,3,2013,"2013Q3"
"NasdaqGS","JCOM","FQ42013",138.035,4,2013,"2013Q4"
"NasdaqGS","JCOM","FQ12014",134.124,1,2014,"2014Q1"
"NasdaqGS","JCOM","FQ22014",144.744,2,2014,"2014Q2"
"NasdaqGS","JCOM","FQ32014",153.018,3,2014,"2014Q3"
"NasdaqGS","JCOM","FQ42014",167.144,4,2014,"2014Q4"
"NasdaqGS","JCOM","FQ12015",161.253,1,2015,"2015Q1"
"NasdaqGS","JCOM","FQ22015",176.038,2,2015,"2015Q2"
"NasdaqGS","JCOM","FQ32015",178.701,3,2015,"2015Q3"
"NasdaqGS","JCOM","FQ42015",204.823,4,2015,"2015Q4"
"NasdaqGS","JCOM","FQ12016",200.502,1,2016,"2016Q1"
"NasdaqGS","JCOM","FQ22016",211.8,2,2016,"2016Q2"
"NasdaqGS","JCOM","FQ32016",210.116,3,2016,"2016Q3"
"NasdaqGS","JCOM","FQ42016",251.837,4,2016,"2016Q4"
"NasdaqGS","JCOM","FQ12017",254.669,1,2017,"2017Q1"
"NYSE","JCP","FQ12013",3152,1,2013,"2013Q1"
"NYSE","JCP","FQ22013",3022,2,2013,"2013Q2"
"NYSE","JCP","FQ32013",2927,3,2013,"2013Q3"
"NYSE","JCP","FQ42013",3884,4,2013,"2013Q4"
"NYSE","JCP","FQ12014",2635,1,2014,"2014Q1"
"NYSE","JCP","FQ22014",2663,2,2014,"2014Q2"
"NYSE","JCP","FQ32014",2779,3,2014,"2014Q3"
"NYSE","JCP","FQ42014",3782,4,2014,"2014Q4"
"NYSE","JCP","FQ12015",2801,1,2015,"2015Q1"
"NYSE","JCP","FQ22015",2799,2,2015,"2015Q2"
